date,temp,wind,rainfall,humidity
19960229,14.5,8.07,0.0,32.07
19960301,32.6,7.25,37.7,43.17
19960302,29.2,12.4,0.0,25.09
19960303,12.4,17.12,0.0,31.49
19960304,12.8,15.87,0.0,32.14
19960305,36.4,17.73,0.0,21.52
19960306,32.8,14.53,48.0,46.83
19960307,16.6,17.3,8.1,33.78
19960308,16.4,13.35,0.0,31.47
19960309,16.6,9.72,0.0,32.13
19960310,156.0,8.77,0.0,32.51
19960311,10.4,9.98,0.0,34.44
19960312,39.9,7.74,23.4,33.02
19960313,372.0,15.77,0.0,21.52
19960314,34.8,1.17,0.0,25.81
19960315,32.4,3.6,0.0,26.39
19960316,20.1,3.04,44.4,53.04
19960317,24.2,14.15,0.0,26.99
19960318,21.8,0.23,35.5,48.35
19960319,18.2,0.32,0.0,33.41
19960320,13.9,12.04,54.0,57.93
19960321,30.6,2.19,0.0,27.08
19960322,19.9,17.29,0.0,28.16
19960323,14.8,2.06,54.7,60.71
19960324,11.2,2.1,0.0,35.72
19960325,39.5,3.68,0.0,23.33
19960326,10.5,4.03,0.0,35.69
19960327,28.8,16.39,27.7,37.91
19960328,39.0,13.28,0.0,20.59
19960329,37.8,14.24,0.0,21.71
19960330,39.0,8.38,0.0,22.01
19960331,17.2,2.64,0.0,33.26
19960401,22.1,19.93,10.3,33.0
19960402,13.5,2.9,0.0,35.33
19960403,14.7,7.35,33.6,49.84
19960404,18.3,0.35,0.0,33.71
19960405,37.9,19.49,9.5,25.98
19960406,36.8,19.21,0.0,21.97
19960407,32.4,16.22,27.3,37.18
19960408,26.5,8.64,57.5,56.13
19960409,37.1,11.86,59.1,51.3
19960410,25.9,9.6,50.3,52.75
19960411,33.6,13.53,36.3,42.1
19960412,26.1,6.07,288.0,43.37
19960413,15.0,11.51,30.2,47.38
19960414,11.3,11.67,6.8,37.51
19960415,28.4,10.41,0.0,27.3
19960416,14.3,10.82,0.0,33.15
19960417,27.5,12.28,49.2,51.36
19960418,27.0,18.04,25.9,38.79
19960419,28.6,4.88,8.3,32.95
19960420,20.6,12.38,25.6,42.86
19960421,18.5,1.29,0.0,33.98
19960422,10.3,1.32,31.8,53.3
19960423,19.0,1.01,0.0,33.98
19960424,22.3,2.8,0.0,32.31
19960425,28.3,15.3,58.9,54.08
19960426,37.1,10.19,26.3,35.88
19960427,35.1,11.39,47.4,46.52
19960428,33.8,3.56,0.0,26.11
19960429,22.1,15.73,17.3,37.43
19960430,26.0,17.31,14.0,34.02
19960501,14.2,12.29,0.0,34.74
19960502,34.5,9.19,3.3,27.43
19960503,25.5,2.85,49.7,54.97
19960504,12.5,12.7,42.5,54.94
19960505,12.3,2.44,52.9,63.06
19960506,28.5,0.59,50.6,54.67
19960507,16.1,3.33,22.9,46.01
19960508,27.0,130.7,37.4,45.93
19960509,10.7,13.12,5.1,37.99
19960510,11.2,15.59,33.7,50.91
19960511,26.4,16.41,22.4,38.16
19960512,36.0,9.1,457.0,46.71
19960513,39.7,3.45,53.0,49.88
19960514,36.3,3.72,0.0,25.94
19960515,15.4,4.48,25.8,48.21
19960516,21.1,17.68,6.7,33.22
19960517,22.2,3.44,15.8,39.92
19960518,26.9,16.61,0.0,27.26
19960519,28.9,5.02,0.0,29.33
19960520,21.7,10.09,19.7,40.62
19960521,23.6,5.07,46.3,53.79
19960522,35.6,11.79,21.7,35.32
19960523,27.7,17.81,41.3,46.33
19960524,11.8,18.48,48.6,57.55
19960525,19.3,2.26,27.4,47.23
19960526,32.3,13.15,15.0,33.22
19960527,37.8,10.58,0.0,23.69
19960528,35.1,18.37,11.6,29.08
19960529,24.7,4.71,7.4,34.89
19960530,38.3,16.76,0.0,22.58
19960531,16.1,6.12,7.2,38.78
19960601,27.3,9.06,0.0,29.65
19960602,24.5,11.88,54.9,57.03
19960603,11.9,0.62,0.0,39.48
19960604,11.7,6.48,9.7,42.68
19960605,37.0,0.58,12.0,33.68
19960606,30.5,0.08,0.0,30.53
19960607,39.3,16.82,38.9,41.98
19960608,23.1,17.07,44.1,51.4
19960609,20.2,10.43,9.8,37.6
19960610,11.3,19.5,19.1,44.0
19960611,29.8,17.82,17.2,35.44
19960612,23.4,11.85,0.0,30.89
19960613,38.6,5.06,53.6,51.86
19960614,30.1,11.25,0.0,28.16
19960615,20.1,9.03,0.0,33.71
19960616,33.6,9.2,0.0,27.62
19960617,37.9,13.59,0.0,24.68
19960618,30.0,3.6,47.6,53.19
19960619,36.0,12.17,0.0,25.68
19960620,39.4,12.35,54.7,49.87
19960621,19.1,10.03,47.4,56.44
19960622,24.5,12.62,0.0,30.32
19960623,25.1,13.11,0.0,30.31
19960624,26.1,124.60000000000001,30.3,44.9
19960625,34.3,17.26,6.0,28.38
19960626,14.7,1.08,54.5,63.95
19960627,12.4,3.31,0.0,38.63
19960628,34.3,16.42,5.4,28.28
19960629,21.1,15.42,24.2,43.4
19960630,21.1,17.33,0.0,30.72
19960701,26.3,1.17,2.7,34.81
19960702,10.2,5.56,46.5,61.95
19960703,23.6,19.75,31.8,45.61
19960704,36.0,6.08,27.2,41.06
19960705,23.7,17.09,0.0,30.96
19960706,25.7,4.99,57.3,59.98
19960707,23.8,13.08,35.3,48.57
19960708,12.7,13.19,7.6,40.5
19960709,39.8,13.99,17.5,32.6
19960710,30.6,17.19,32.8,43.68
19960711,22.4,10.5,13.7,39.65
19960712,34.8,3.12,49.1,52.46
19960713,38.8,10.07,37.2,43.63
19960714,17.0,16.91,0.0,33.74
19960715,30.9,5.21,43.4,50.74
19960716,22.3,9.21,13.6,39.43
19960717,27.6,19.52,50.8,52.7
19960718,11.8,19.59,25.4,47.92
19960719,28.5,2.48,41.5,51.63
19960720,11.4,13.33,5.1,39.36
19960721,28.8,11.54,34.2,46.53
19960722,36.3,4.62,19.4,37.23
19960723,315.0,18.26,0.0,27.48
19960724,27.5,11.93,0.0,29.9
19960725,22.7,19.38,45.6,52.87
19960726,38.6,10.57,53.9,51.47
19960727,29.1,11.85,0.0,29.45
19960728,20.4,4.66,33.7,51.61
19960729,16.5,5.37,3.2,38.45
19960730,29.9,3.15,42.3,51.89
19960731,18.4,5.58,0.0,35.91
19960801,29.4,4.62,0.0,32.07
19960802,32.0,0.03,0.0,32.17
19960803,21.3,18.24,0.0,33.18
19960804,31.3,16.58,0.0,28.17
19960805,39.7,0.5,550.0,55.41
19960806,27.1,8.3,3.6,34.01
19960807,25.0,1.82,33.4,51.35
19960808,24.5,19.27,0.0,31.33
19960809,12.6,19.84,56.2,63.28
19960810,28.4,0.65,42.3,54.27
19960811,16.7,11.47,3.0,37.68
19960812,14.3,4.89,9.3,43.59
19960813,27.9,6.82,35.9,49.96
19960814,27.9,8.63,58.6,60.0
19960815,11.7,15.89,11.6,43.02
19960816,24.4,1.4,0.0,35.0
19960817,22.0,8.85,37.5,52.76
19960818,29.2,1.15,15.3,40.91
19960819,21.2,12.0,23.8,45.85
19960820,35.5,5.81,32.4,45.02
19960821,29.7,19.31,45.6,51.03
19960822,39.8,1.66,25.0,39.8
19960823,19.3,10.21,0.0,35.77
19960824,16.6,18.32,26.3,47.88
19960825,29.9,17.94,0.0,29.32
19960826,26.8,18.92,40.1,49.47
19960827,32.6,12.82,370.0,47.09
19960828,22.7,3.58,45.3,57.7
19960829,25.7,10.24,1.0,33.09
19960830,33.0,5.0,36.3,47.51
19960831,21.3,12.69,0.0,34.11
19960901,16.8,6.94,42.1,58.09
19960902,14.0,4.3,0.0,40.65
19960903,12.9,14.97,20.8,47.8
19960904,32.7,4.33,11.3,37.47
19960905,18.7,19.53,1.3,35.28
19960906,29.4,8.43,7.4,35.63
19960907,38.6,18.65,0.0,26.33
19960908,38.3,2.33,39.3,49.06
19960909,25.1,1.72,3.1,37.22
19960910,32.8,0.99,0.0,32.11
19960911,26.2,8.16,1.2,34.69
19960912,11.7,18.33,59.0,66.72
19960913,34.0,14.53,0.0,28.76
19960914,30.6,3.42,45.5,54.94
19960915,17.6,13.93,42.0,38.8
19960916,29.1,5.11,57.4,60.77
19960917,35.1,15.73,0.0,28.2
19960918,27.9,19.66,31.7,45.99
19960919,22.5,19.86,0.0,32.5
19960920,29.1,1.3,19.9,44.15
19960921,21.2,10.13,0.0,36.09
19960922,35.0,5.97,17.7,39.09
19960923,28.5,9.75,0.0,32.7
19960924,31.0,4.55,0.0,32.75
19960925,24.2,14.89,16.1,41.23
19960926,21.7,7.27,51.8,60.5
19960927,32.0,2.13,19.4,41.55
19960928,25.6,120.39999999999999,35.2,50.55
19960929,25.3,4.33,5.5,38.24
19960930,22.1,10.51,0.0,34.85
19961001,25.8,19.98,3.8,34.46
19961002,399.0,13.12,0.0,27.54
19961003,32.1,3.32,0.0,32.96
19961004,18.6,13.31,0.0,36.78
19961005,12.6,14.7,0.0,39.16
19961006,22.9,16.26,0.0,34.61
19961007,11.5,15.28,0.0,39.75
19961008,28.0,3.4,42.2,55.46
19961009,13.4,10.23,0.0,39.79
19961010,29.2,18.81,0.0,30.92
19961011,22.7,11.03,0.0,35.35
19961012,21.5,16.86,37.4,52.44
19961013,10.3,15.78,0.0,40.1
19961014,26.4,18.76,0.0,31.81
19961015,15.5,19.58,0.0,37.29
19961016,21.8,18.72,0.0,34.86
19961017,32.0,5.73,0.0,32.41
19961018,31.6,19.74,0.0,29.31
19961019,37.2,3.23,0.0,30.8
19961020,34.4,2.42,0.0,32.9
19961021,13.3,5.23,45.1,62.96
19961022,31.6,10.06,0.0,31.5
19961023,33.8,13.79,10.1,34.91
19961024,33.9,15.52,40.3,48.57
19961025,16.5,13.39,17.3,46.79
19961026,27.5,12.14,0.0,33.11
19961027,18.3,0.38,0.0,40.26
19961028,34.0,18.39,38.8,47.65
19961029,33.4,9.56,0.0,31.1
19961030,33.8,10.13,0.0,30.74
19961031,39.0,13.53,0.0,27.41
19961101,22.7,3.72,0.0,38.82
19961102,31.1,0.04,0.0,35.38
19961103,10.8,15.95,20.6,50.5
19961104,38.6,1.45,0.0,31.48
19961105,24.3,10.07,0.0,36.71
19961106,27.3,12.36,0.0,34.82
19961107,20.6,13.76,0.0,36.87
19961108,26.9,8.87,0.0,35.76
19961109,31.0,10.0,16.6,40.8
19961110,17.3,16.02,27.6,51.71
19961111,11.3,4.21,22.2,53.64
19961112,19.4,10.9,0.0,38.58
19961113,10.8,17.23,53.5,65.91
19961114,31.7,3.04,0.0,34.12
19961115,34.1,13.61,39.5,49.95
19961116,39.4,16.13,0.0,27.61
19961117,24.0,0.38,0.0,38.29
19961118,262.0,2.66,0.0,37.53
19961119,22.9,0.92,0.0,39.04
19961120,25.0,3.77,29.6,51.99
19961121,13.4,16.25,0.0,39.4
19961122,10.8,5.06,0.0,43.65
19961123,16.2,12.68,53.2,65.0
19961124,18.5,4.05,44.9,61.48
19961125,27.5,9.95,24.0,45.94
19961126,33.6,19.3,0.0,30.26
19961127,10.6,16.51,0.0,40.82
19961128,24.4,10.7,36.7,53.24
19961129,33.0,8.77,0.0,32.44
19961130,20.0,4.17,0.0,39.71
19961201,32.3,9.58,33.0,50.08
19961202,33.4,17.58,0.0,31.23
19961203,33.0,19.52,0.0,30.68
19961204,36.3,6.85,0.0,32.75
19961205,33.5,8.02,0.0,34.01
19961206,15.1,2.06,0.0,42.93
19961207,17.3,17.6,50.3,62.87
19961208,14.4,17.47,0.0,39.94
19961209,11.5,6.14,29.1,57.86
19961210,32.2,4.21,35.9,52.45
19961211,16.5,16.55,39.1,58.16
19961212,16.3,1.36,33.2,58.84
19961213,13.6,7.66,0.0,42.55
19961214,22.7,13.52,0.0,37.55
19961215,16.6,5.92,0.0,41.97
19961216,16.7,0.86,0.3,43.42
19961217,38.0,6.14,0.0,31.98
19961218,32.2,5.45,50.1,58.96
19961219,36.9,88.0,0.0,31.81
19961220,35.6,5.62,0.0,33.19
19961221,25.5,3.81,0.0,37.91
19961222,18.0,4.07,0.0,41.74
19961223,22.5,6.53,0.0,38.96
19961224,38.8,19.75,0.0,28.46
19961225,28.4,6.3,0.0,35.87
19961226,20.3,12.91,0.0,38.58
19961227,12.0,9.3,0.0,42.71
19961228,29.8,14.71,0.0,33.92
19961229,17.1,7.58,23.0,52.08
19961230,16.8,8.75,20.0,50.17
19961231,24.7,10.8,56.2,63.98
19970101,12.9,1.11,22.1,43.82
19970102,33.8,14.26,0.0,20.54
19970103,37.6,6.55,0.0,21.38
19970104,22.1,9.48,0.0,27.51
19970105,15.6,12.91,0.0,29.04
19970106,14.3,1.37,55.4,58.89
19970107,21.2,10.83,0.0,27.61
19970108,27.6,9.64,0.0,24.47
19970109,34.5,19.71,25.4,31.87
19970110,21.0,12.24,0.0,26.93
19970111,32.0,9.5,0.0,22.59
19970112,13.6,14.42,0.0,30.36
19970113,14.8,19.34,0.0,28.02
19970114,17.8,15.65,0.0,27.58
19970115,32.2,19.49,0.0,20.72
19970116,32.6,14.94,0.0,20.89
19970117,30.9,11.91,0.0,22.39
19970118,20.1,5.85,0.0,29.28
19970119,19.3,8.48,13.3,35.23
19970120,20.2,1.42,0.0,30.41
19970121,36.2,16.76,0.0,19.0
19970122,36.7,17.04,0.0,18.84
19970123,19.9,17.32,0.0,26.6
19970124,26.7,4.73,58.7,54.44
19970125,181.0,2.34,0.0,31.31
19970126,26.4,12.69,0.0,24.34
19970127,39.0,16.95,0.0,17.87
19970128,14.1,17.52,0.0,28.88
19970129,39.1,4.09,50.5,44.97
19970130,26.5,11.96,0.0,24.52
19970131,16.0,4.59,59.4,59.81
19970201,37.9,16.59,0.0,20.08
19970202,14.2,6.36,42.9,52.94
19970203,21.5,19.46,0.0,26.71
19970204,25.0,11.35,22.4,37.84
19970205,18.8,18.13,0.0,28.13
19970206,16.9,6.54,55.9,58.42
19970207,18.5,17.88,0.0,28.22
19970208,37.7,7.88,40.7,41.05
19970209,30.8,2.06,0.0,26.08
19970210,27.5,18.67,0.0,23.39
19970211,25.8,9.89,0.0,26.26
19970212,38.9,13.12,0.0,19.68
19970213,10.8,2.43,0.0,35.52
19970214,35.5,15.05,17.9,29.88
19970215,39.2,4.15,0.0,21.69
19970216,24.5,16.35,7.8,29.65
19970217,13.4,4.76,0.0,33.29
19970218,35.8,12.07,0.0,21.53
19970219,38.2,9.14,3.1,22.74
19970220,30.8,15.19,0.0,22.9
19970221,16.2,16.0,0.0,29.57
19970222,39.9,11.26,0.0,20.04
19970223,28.2,8.09,0.0,25.91
19970224,13.3,15.76,18.1,39.88
19970225,19.3,5.84,0.0,30.95
19970226,24.0,4.3,52.1,53.5
19970227,33.0,4.16,0.0,25.0
19970228,38.7,5.49,40.1,41.33
19970301,26.0,38.8,0.0,29.3
19970302,18.2,8.81,32.9,46.82
19970303,12.9,9.17,0.0,33.55
19970304,17.8,1.76,0.0,33.14
19970305,19.1,9.58,0.0,31.18
19970306,15.8,5.17,0.0,32.75
19970307,11.0,13.84,0.0,33.62
19970308,18.8,3.22,0.0,32.28
19970309,11.6,5.24,0.0,35.52
19970310,26.5,12.5,0.0,26.35
19970311,10.1,2.45,0.0,36.39
19970312,33.3,0.5,59.2,54.87
19970313,37.1,13.24,0.0,21.71
19970314,37.4,2.48,0.0,24.43
19970315,37.4,6.04,0.0,22.9
19970316,18.5,16.98,23.0,40.57
19970317,35.9,15.69,0.0,21.91
19970318,32.5,4.27,0.0,26.17
19970319,24.6,18.76,52.2,51.57
19970320,38.0,12.71,0.0,21.58
19970321,19.1,19.95,0.0,28.29
19970322,29.5,18.24,0.0,24.05
19970323,12.1,5.61,0.0,34.66
19970324,21.9,14.64,0.0,28.1
19970325,22.6,8.86,0.0,28.98
19970326,33.0,5.78,0.0,25.79
19970327,22.3,15.91,25.2,40.21
19970328,35.8,9.3,0.0,23.41
19970329,27.1,2.68,0.0,28.57
19970330,33.3,8.4,0.0,24.48
19970331,33.8,2.45,0.0,25.63
19970401,26.9,16.12,0.0,26.41
19970402,23.6,12.41,47.8,52.03
19970403,16.9,13.94,4.6,34.23
19970404,33.7,14.11,0.0,24.01
19970405,34.8,0.87,11.4,31.64
19970406,33.2,7.8,7.4,29.25
19970407,22.2,16.74,1.5,29.69
19970408,11.3,19.19,60.0,61.8
19970409,10.8,0.94,0.0,37.31
19970410,40.0,7.27,1.5,23.23
19970411,36.7,14.72,2.7,24.19
19970412,20.4,0.26,0.0,33.61
19970413,29.9,6.99,43.2,48.52
19970414,12.1,13.0,27.7,47.25
19970415,10.2,17.61,0.0,33.81
19970416,14.9,2.63,21.7,45.28
19970417,26.0,16.81,35.4,44.19
19970418,20.9,3.53,39.4,51.19
19970419,35.7,4.41,57.0,52.48
19970420,19.0,19.86,3.4,30.91
19970421,38.3,1.22,0.0,24.8
19970422,14.2,3.53,10.0,40.1
19970423,19.4,13.23,27.4,44.14
19970424,10.2,9.1,53.7,61.99
19970425,35.6,16.49,20.0,32.4
19970426,13.6,12.27,27.6,47.09
19970427,14.1,5.72,0.0,34.66
19970428,23.9,2.78,18.9,39.91
19970429,36.3,0.08,36.5,43.17
19970430,27.7,0.27,13.2,36.22
19970501,13.5,16.38,10.2,38.26
19970502,28.8,3.34,52.7,55.51
19970503,39.3,16.34,0.0,22.22
19970504,23.3,11.44,0.0,30.13
19970505,13.4,14.27,0.0,34.42
19970506,17.7,7.35,38.0,52.09
19970507,23.7,8.3,58.7,59.14
19970508,35.6,8.67,44.9,46.63
19970509,24.7,17.31,9.1,32.8
19970510,38.7,5.48,0.0,24.51
19970511,29.9,13.96,18.6,35.56
19970512,10.0,2.52,21.6,48.39
19970513,18.9,11.54,20.5,42.25
19970514,27.5,8.97,0.0,29.17
19970515,37.0,0.03,34.3,43.79
19970516,37.6,13.66,25.6,36.21
19970517,38.7,3.95,52.4,50.76
19970518,32.6,17.18,4.5,26.58
19970519,27.2,9.74,0.0,29.49
19970520,19.2,6.5,25.3,45.12
19970521,38.8,7.67,38.2,42.24
19970522,18.7,13.25,44.8,53.63
19970523,17.9,16.55,0.0,31.41
19970524,39.0,0.55,5.7,28.39
19970525,31.0,12.52,0.0,26.18
19970526,33.3,6.84,2.0,27.61
19970527,32.7,12.5,42.7,46.36
19970528,13.1,6.93,21.9,46.83
19970529,36.8,11.63,20.6,33.86
19970530,31.3,16.59,21.1,35.45
19970531,31.3,6.15,0.0,28.06
19970601,31.3,16.12,10.4,31.41
19970602,34.3,16.14,0.0,25.46
19970603,17.0,6.37,2.4,36.69
19970604,11.1,13.58,43.7,57.29
19970605,34.6,8.21,12.5,32.73
19970606,13.2,7.34,29.8,51.12
19970607,33.5,17.97,0.0,24.8
19970608,10.8,16.04,27.3,49.28
19970609,18.5,10.5,58.3,61.45
19970610,30.3,2.05,22.7,41.39
19970611,34.7,10.2,60.0,55.3
19970612,11.4,17.79,0.0,35.7
19970613,36.3,18.08,0.7,23.97
19970614,11.1,0.81,10.8,44.73
19970615,34.5,17.29,37.1,42.62
19970616,26.3,15.48,42.9,49.8
19970617,28.4,7.23,0.0,30.51
19970618,13.8,13.56,0.0,35.24
19970619,14.4,10.17,20.9,45.82
19970620,22.7,5.69,3.6,34.26
19970621,25.2,8.67,0.0,31.25
19970622,14.1,6.0,6.6,39.5
19970623,37.4,14.4,36.4,42.03
19970624,14.9,6.27,0.0,36.33
19970625,28.1,6.84,0.0,30.15
19970626,36.2,2.79,37.5,46.04
19970627,10.5,12.24,0.0,36.58
19970628,24.1,16.75,6.8,32.83
19970629,32.5,2.13,32.7,45.4
19970630,37.7,1.04,3.1,28.41
19970701,35.8,19.59,54.7,51.01
19970702,17.4,10.7,55.0,61.17
19970703,21.4,2.13,0.0,35.43
19970704,19.3,9.64,24.7,46.09
19970705,14.1,15.87,0.0,35.11
19970706,16.3,10.3,9.4,40.29
19970707,27.6,5.02,7.5,35.83
19970708,32.0,2.32,16.1,38.7
19970709,22.2,16.27,0.0,32.22
19970710,14.4,7.29,0.0,37.61
19970711,14.1,1.97,18.0,47.82
19970712,21.2,16.05,59.2,61.07
19970713,31.0,19.97,0.0,26.72
19970714,35.1,17.44,20.3,35.4
19970715,17.3,7.38,0.0,35.61
19970716,31.6,17.53,52.9,53.06
19970717,28.4,8.04,46.1,53.4
19970718,25.7,16.37,0.0,30.42
19970719,22.0,19.42,3.1,32.14
19970720,22.3,7.85,31.3,49.13
19970721,16.5,5.05,32.4,52.17
19970722,31.0,5.53,20.0,39.4
19970723,11.1,18.67,4.4,37.84
19970724,33.5,18.87,37.0,43.35
19970725,33.7,6.11,23.7,40.36
19970726,36.8,1.89,0.0,28.37
19970727,24.6,19.31,0.0,30.15
19970728,15.3,3.85,23.3,49.27
19970729,21.8,5.33,0.0,34.29
19970730,16.9,18.68,50.7,57.68
19970731,30.9,3.95,48.1,53.78
19970801,12.3,7.1,15.0,46.38
19970802,32.1,13.66,53.1,54.48
19970803,18.1,7.81,40.6,55.6
19970804,17.7,10.83,54.2,62.46
19970805,10.9,16.95,0.0,37.75
19970806,14.7,8.64,0.0,37.66
19970807,28.7,1.38,0.0,33.44
19970808,26.4,2.91,57.4,61.67
19970809,35.8,5.57,11.2,34.92
19970810,36.5,10.39,0.2,27.49
19970811,31.9,16.1,53.0,54.31
19970812,18.2,13.5,8.7,39.21
19970813,14.0,17.15,36.3,53.45
19970814,13.4,1.48,0.5,40.04
19970815,33.9,4.23,36.2,47.16
19970816,32.6,6.45,0.0,29.85
19970817,14.6,18.36,0.0,35.51
19970818,17.5,16.39,6.3,37.69
19970819,10.8,19.13,11.7,42.51
19970820,18.4,6.0,0.0,36.68
19970821,17.8,14.83,18.6,43.85
19970822,27.6,1.3,40.4,52.89
19970823,38.0,15.62,0.0,26.1
19970824,11.7,7.66,14.1,46.44
19970825,23.3,11.64,48.8,57.04
19970826,39.9,19.03,31.4,39.24
19970827,18.4,14.22,42.2,55.22
19970828,38.9,1.7,15.6,36.2
19970829,35.5,16.21,445.0,48.42
19970830,34.1,18.41,9.3,31.86
19970831,11.1,10.45,33.2,54.88
19970901,31.9,18.42,0.0,29.34
19970902,12.6,1.83,44.6,62.94
19970903,18.1,3.56,13.4,44.49
19970904,21.6,7.62,0.0,36.46
19970905,21.8,1.46,16.5,45.38
19970906,10.3,9.18,0.0,41.05
19970907,33.8,17.7,48.4,51.68
19970908,12.2,5.49,18.1,49.17
19970909,26.8,14.16,17.5,40.89
19970910,15.2,6.96,58.7,67.54
19970911,14.3,10.99,52.4,63.69
19970912,21.9,8.31,26.6,48.07
19970913,33.8,17.82,0.0,28.6
19970914,23.5,18.55,32.6,48.48
19970915,23.1,8.44,17.1,43.75
19970916,15.1,18.62,0.0,36.51
19970917,22.4,8.46,8.0,39.65
19970918,30.8,10.59,10.4,36.0
19970919,15.2,0.04,29.2,54.75
19970920,32.8,3.92,34.7,48.18
19970921,25.3,9.01,0.0,33.54
19970922,19.7,13.47,0.0,35.7
19970923,38.4,3.06,0.0,29.88
19970924,24.4,15.18,53.8,58.92
19970925,39.4,13.81,23.3,37.64
19970926,37.7,3.52,0.0,30.22
19970927,19.9,13.56,18.5,43.92
19970928,12.4,18.11,46.8,60.32
19970929,39.4,1.76,8.7,33.88
19970930,13.4,9.53,0.0,39.18
19971001,28.2,2.54,0.0,35.29
19971002,25.3,17.58,0.0,33.57
19971003,19.7,10.98,0.0,37.41
19971004,26.4,2.16,0.0,35.94
19971005,20.4,15.28,0.0,35.51
19971006,33.4,1.18,0.0,32.96
19971007,17.4,5.61,5.6,42.33
19971008,20.4,4.25,1.4,39.18
19971009,17.5,8.4,0.0,39.07
19971010,21.0,8.12,0.0,36.77
19971011,25.3,5.73,0.0,35.77
19971012,39.9,13.74,0.0,27.79
19971013,39.3,3.04,0.0,30.29
19971014,18.6,5.23,0.0,38.9
19971015,29.4,1.18,0.8,35.54
19971016,34.8,16.65,0.0,29.45
19971017,24.1,0.82,0.0,37.27
19971018,22.6,1.85,0.0,38.14
19971019,22.3,1.4,0.0,37.65
19971020,11.7,2.4,0.0,42.37
19971021,14.0,8.91,0.0,39.72
19971022,19.5,0.03,0.0,39.59
19971023,13.0,0.72,0.0,42.54
19971024,15.2,7.34,0.0,40.37
19971025,34.7,9.56,0.0,30.2
19971026,14.2,4.56,0.0,41.12
19971027,22.3,12.99,0.0,35.47
19971028,30.6,10.86,6.4,35.25
19971029,14.5,4.59,8.1,44.64
19971030,12.2,9.75,0.0,40.31
19971031,12.0,1.26,0.0,42.93
19971101,29.7,17.11,33.8,48.86
19971102,10.6,5.23,0.0,43.64
19971103,17.0,6.18,0.0,40.22
19971104,21.7,7.55,0.0,37.75
19971105,28.1,13.28,0.0,33.67
19971106,17.0,16.14,0.0,38.24
19971107,11.7,14.34,0.0,41.06
19971108,15.1,12.84,0.0,39.58
19971109,15.3,11.5,0.0,39.7
19971110,28.8,9.88,5.1,36.78
19971111,16.8,16.44,57.3,66.0
19971112,25.2,14.91,0.0,34.23
19971113,11.0,11.93,9.0,46.38
19971114,39.1,15.57,14.7,35.35
19971115,13.0,12.92,13.7,47.39
19971116,31.7,15.88,50.9,56.12
19971117,36.1,4.0,0.0,32.52
19971118,26.1,2.3,39.0,55.66
19971119,39.0,17.38,0.0,28.2
19971120,11.2,18.14,45.1,62.07
19971121,38.5,13.37,0.0,29.56
19971122,31.9,1.27,0.0,35.02
19971123,17.1,1.21,0.0,41.19
19971124,39.5,2.27,0.0,31.15
19971125,35.6,18.95,0.0,29.52
19971126,21.8,16.25,0.0,35.67
19971127,11.2,18.09,0.0,40.03
19971128,37.3,17.36,0.0,28.59
19971129,35.1,12.71,22.8,41.95
19971130,10.1,9.24,0.0,42.46
19971201,27.8,6.98,42.6,57.03
19971202,11.3,10.84,0.0,43.11
19971203,38.6,17.48,0.0,29.34
19971204,34.9,3.02,0.0,34.54
19971205,36.4,5.19,0.0,33.16
19971206,33.8,3.18,0.0,35.04
19971207,32.2,6.95,57.4,61.6
19971208,19.4,10.25,0.0,39.44
19971209,27.1,11.56,0.0,35.94
19971210,23.0,10.32,36.5,55.65
19971211,27.2,0.54,0.0,37.86
19971212,10.5,0.26,0.0,45.5
19971213,22.5,6.26,0.0,39.02
19971214,27.9,19.65,0.0,33.04
19971215,37.1,144.2,0.0,30.35
19971216,36.4,11.26,0.0,31.98
19971217,37.3,6.93,0.0,32.52
19971218,12.8,10.21,59.5,71.45
19971219,23.5,14.09,0.0,37.06
19971220,12.8,4.79,0.0,43.99
19971221,33.5,1.74,0.0,35.3
19971222,25.7,17.57,22.3,45.78
19971223,29.5,13.24,0.0,34.29
19971224,15.7,1.37,0.0,43.35
19971225,23.8,16.51,42.1,56.09
19971226,36.7,2.51,0.0,32.99
19971227,39.2,7.69,0.0,30.93
19971228,37.3,15.78,0.0,30.2
19971229,17.1,9.38,0.0,40.29
19971230,14.6,17.09,0.0,40.31
19971231,24.4,8.36,14.6,44.36
19980101,12.2,4.35,55.7,59.93
19980102,21.3,3.95,39.9,47.69
19980103,30.2,15.54,0.0,21.93
19980104,39.9,14.11,42.8,38.64
19980105,32.3,15.15,0.0,21.94
19980106,39.6,5.27,26.6,33.52
19980107,34.0,9.94,10.5,26.72
19980108,25.9,2.18,0.0,27.64
19980109,21.7,184.7,0.0,25.23
19980110,38.9,13.27,0.0,18.75
19980111,38.8,11.68,1.7,20.19
19980112,15.7,18.49,0.0,28.33
19980113,37.9,19.65,0.0,18.05
19980114,27.7,4.02,2.4,27.49
19980115,26.7,17.36,0.0,23.99
19980116,13.2,18.33,0.0,29.5
19980117,13.5,4.01,0.0,32.48
19980118,35.8,14.85,0.0,19.9
19980119,14.5,15.29,0.0,29.65
19980120,17.0,6.0,0.0,30.22
19980121,30.7,9.34,0.0,23.37
19980122,15.1,17.06,8.2,32.67
19980123,28.0,13.38,0.0,23.4
19980124,33.0,5.65,0.0,23.61
19980125,27.6,6.93,0.0,25.99
19980126,24.3,16.7,0.0,24.59
